Report Number,Offense ID,Offense Start DateTime,Offense End DateTime,Report DateTime,Group A B,Crime Against Category,Offense Parent Group,Offense,Offense Code,Precinct,Sector,Beat,MCPP,100 Block Address,Longitude,Latitude
2023-149790,50450266577,5/30/2023 20:30,,5/30/2023 22:26,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,S,S1,NEW HOLLY,39XX BLOCK OF S AUSTIN ST,-122.2831367,47.53477555
2023-149768,50450084303,5/30/2023 20:11,,5/30/2023 21:36,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,L,L3,LAKECITY,,0,0
2023-149775,50450095679,5/30/2023 20:00,5/30/2023 20:18,5/30/2023 21:33,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,S,S3,RAINIER VIEW,101XX BLOCK OF RAINIER AVE S,-122.2451789,47.51103306
2023-149774,50450049996,5/30/2023 20:00,5/30/2023 20:16,5/30/2023 20:58,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,E,E,E3,CAPITOL HILL,UNIVERSITY ST / BOYLSTON AVE,-122.323765,47.61287265
2023-909143,50869998649,5/30/2023 19:39,5/31/2023 17:55,6/1/2023 21:23,A,PROPERTY,FRAUD OFFENSES,Identity Theft,26F,N,U,U1,ROOSEVELT/RAVENNA,75XX BLOCK OF BROOKLYN AVE NE,-122.3142414,47.68397849
2023-149739,50451199600,5/30/2023 19:31,,5/31/2023 2:26,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,L,L2,NORTHGATE,113XX BLOCK OF 5TH AVE NE,-122.3233488,47.71111377
2023-149896,50450961054,5/30/2023 19:30,5/30/2023 20:10,5/31/2023 0:41,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F1,NORTH DELRIDGE,14TH AVE SW / SW HOLLY ST,-122.3526131,47.5428395
2023-149723,50449551321,5/30/2023 19:08,,5/30/2023 19:39,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,L,L2,NORTHGATE,5XX BLOCK OF NE NORTHGATE WAY,-122.3219184,47.70858578
2023-149724,50449636359,5/30/2023 19:07,,5/30/2023 20:00,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,E,E,E1,CAPITOL HILL,17XX BLOCK OF MELROSE AVE,-122.327864,47.61778341
2023-149720,50449705421,5/30/2023 19:03,5/30/2023 20:30,5/30/2023 20:16,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,E,G,G1,FIRST HILL,3XX BLOCK OF 9TH AVE,-122.3234439,47.60412808
2023-149720,50449726374,5/30/2023 19:03,5/30/2023 20:30,5/30/2023 20:16,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,E,G,G1,FIRST HILL,3XX BLOCK OF 9TH AVE,-122.3234439,47.60412808
2023-909107,50869569173,5/30/2023 19:00,5/30/2023 19:04,6/1/2023 19:52,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U3,SANDPOINT,65XX BLOCK OF SAND POINT WAY NE,-122.26355,47.676197
2023-150397,50788253595,5/30/2023 19:00,5/31/2023 11:30,5/31/2023 14:14,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F1,NORTH DELRIDGE,54XX BLOCK OF DELRIDGE WAY SW,-122.3629755,47.55281977
2023-909185,50870316273,5/30/2023 18:51,,6/1/2023 22:33,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,N,N2,NORTHGATE,15XX BLOCK OF N 115TH ST,-122.3380904,47.7123018
2023-149708,50449562867,5/30/2023 18:45,5/30/2023 18:50,5/30/2023 19:31,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,S,S3,RAINIER VIEW,51XX BLOCK OF S CRESTON ST,-122.2674516,47.50702207
2023-149704,50449712188,5/30/2023 18:44,,5/30/2023 20:16,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,SW,W,W3,ROXHILL/WESTWOOD/ARBOR HEIGHTS,96XX BLOCK OF 37TH AVE SW,-122.3794882,47.51702093
2023-909252,50926659419,5/30/2023 18:30,5/31/2023 8:00,6/2/2023 20:23,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,E,E,E3,FIRST HILL,10XX BLOCK OF 8TH AVE,-122.3287972,47.60830131
2023-149695,50454277844,5/30/2023 18:25,,5/30/2023 21:30,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,S,S,S2,BRIGHTON/DUNLAP,66XX BLOCK OF RAINIER AVE S,-122.2731193,47.54292307
2023-149695,50454285566,5/30/2023 18:25,,5/30/2023 21:30,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,S,S2,BRIGHTON/DUNLAP,66XX BLOCK OF RAINIER AVE S,-122.2731193,47.54292307
2023-149686,50449569707,5/30/2023 18:18,,5/30/2023 19:45,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,U,U2,UNIVERSITY,47XX BLOCK OF UNIVERSITY WAY NE,-122.313088,47.66399625
2023-149685,50449338621,5/30/2023 18:18,,5/30/2023 18:48,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,94XX BLOCK OF 27TH AVE SW,-122.367276,47.51828947
2023-149681,50449672610,5/30/2023 18:11,,5/30/2023 20:07,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,W,K,K1,DOWNTOWN COMMERCIAL,1XX BLOCK OF YESLER WAY,-122.3340387,47.60172211
2023-909101,50792032326,5/30/2023 18:10,5/30/2023 18:20,5/31/2023 23:42,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D1,BELLTOWN,2ND AVE / WALL ST,-122.3478871,47.615361
2023-909113,50869616636,5/30/2023 18:00,5/31/2023 9:00,6/1/2023 20:03,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,N,N1,BITTERLAKE,134XX BLOCK OF GREENWOOD AVE N,-122.3555559,47.72731779
2023-151520,50867202755,5/30/2023 18:00,5/31/2021 0:00,6/1/2023 13:34,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,11XX BLOCK OF S KING ST,-122.3184358,47.59834275
2023-151520,50867394415,5/30/2023 18:00,5/31/2023 0:00,6/1/2023 13:34,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,10XX BLOCK OF S KING ST,-122.3184358,47.59834276
2023-151520,50925806814,5/30/2023 18:00,6/1/2021 20:20,6/1/2023 13:34,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,11XX BLOCK OF S KING ST,-122.3184358,47.59834275
2023-150026,50452753760,5/30/2023 18:00,5/31/2023 1:19,5/31/2023 4:19,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SW,F,F3,SOUTH PARK,7XX BLOCK OF S HENDERSON ST,-122.324308,47.52307002
2023-150026,50926853799,5/30/2023 18:00,6/2/2023 18:42,5/31/2023 4:19,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SW,F,F3,SOUTH PARK,7XX BLOCK OF S HENDERSON ST,-122.324308,47.52307002
2023-149832,50450591177,5/30/2023 18:00,5/30/2023 21:00,5/30/2023 23:49,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,W,K,K2,PIONEER SQUARE,OCCIDENTAL AVE S / S MASSACHUSETTS ST,-122.3332644,47.58822837
2023-149657,50449553991,5/30/2023 17:52,,5/30/2023 19:42,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,U,U2,UNIVERSITY,47XX BLOCK OF UNIVERSITY WAY NE,-122.313088,47.66399625
2023-149633,50449253235,5/30/2023 17:41,5/30/2023 17:50,5/30/2023 18:29,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,S,R,R2,MOUNT BAKER,36XX BLOCK OF 33RD AVE S,-122.2910103,47.57075994
2023-149648,50449410889,5/30/2023 17:38,,5/30/2023 19:03,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,E,G,G1,FIRST HILL,4XX BLOCK OF 12TH AVE,-122.3167806,47.60588517
2023-909186,50870352278,5/30/2023 17:30,5/30/2023 18:00,6/1/2023 22:42,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,L,L1,LAKECITY,123XX BLOCK OF 15TH AVE NE,-122.3126481,47.71850811
2023-149634,50449351102,5/30/2023 17:30,,5/30/2023 18:48,A,PROPERTY,ROBBERY,Robbery,120,E,E,E3,FIRST HILL,9XX BLOCK OF UNION ST,-122.3296707,47.61177482
2023-149620,50449258128,5/30/2023 17:17,5/30/2023 17:18,5/30/2023 18:21,A,PROPERTY,ROBBERY,Robbery,120,N,J,J2,PHINNEY RIDGE,7XX BLOCK OF NW 65TH ST,-122.3653001,47.67598928
2023-909092,50791940540,5/30/2023 17:06,5/30/2023 17:09,5/31/2023 23:22,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,E,G,G3,MADRONA/LESCHI,9XX BLOCK OF 26TH AVE S,-122.299059,47.59376161
2023-149771,50449944684,5/30/2023 17:04,5/30/2023 18:14,5/30/2023 21:03,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,26XX BLOCK OF SW BARTON ST,-122.367312,47.52102758
2023-909119,50869705512,5/30/2023 17:00,5/30/2023 17:08,6/1/2023 20:23,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,W,M,M2,DOWNTOWN COMMERCIAL,5XX BLOCK OF PINE ST,-122.3359285,47.61190423
2023-151823,50869114652,5/30/2023 17:00,5/31/2023 7:30,6/1/2023 18:15,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,J,J1,GREENWOOD,87XX BLOCK OF PHINNEY AVE N,-122.3539597,47.69331364
2023-909071,50791177055,5/30/2023 17:00,5/30/2023 17:05,5/31/2023 20:23,A,PROPERTY,EXTORTION/BLACKMAIL,Extortion/Blackmail,210,E,E,E2,CAPITOL HILL,17XX BLOCK OF BOYLSTON AVE,-122.3234391,47.61695897
2023-150069,50454062526,5/30/2023 17:00,5/31/2023 5:37,5/31/2023 7:33,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,S,O,O2,GEORGETOWN,2XX BLOCK OF S BRANDON ST,-122.3316509,47.55415188
2023-149594,50449230141,5/30/2023 17:00,,5/30/2023 18:27,B,SOCIETY,DRIVING UNDER THE INFLUENCE,Driving Under the Influence,90D,N,L,L1,LAKECITY,16TH AVE NE / NE 123RD ST,-122.3112693,47.7175898
2023-909086,50791350177,5/30/2023 16:32,5/30/2023 16:39,5/31/2023 21:02,A,PROPERTY,FRAUD OFFENSES,Impersonation,26C,SW,W,W2,ALKI,52XX BLOCK OF SW GENESEE ST,-122.39987,47.56483435
2023-151633,50868472790,5/30/2023 16:30,5/30/2023 22:30,6/1/2023 15:59,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,S,R,R2,NORTH BEACON HILL,23RD AVE S / S BAYVIEW ST,-122.3032245,47.58100458
2023-149613,50449213428,5/30/2023 16:30,5/30/2023 17:08,5/30/2023 18:09,A,PROPERTY,ROBBERY,Robbery,120,N,N,N3,NORTHGATE,MIDVALE AVE N / N NORTHGATE WAY,-122.3433292,47.70504939
2023-909410,50952201056,5/30/2023 16:24,5/30/2023 23:40,6/6/2023 9:43,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,S,R,R2,MOUNT BAKER,28XX BLOCK OF S MCCLELLAN ST,-122.2956857,47.57834697
2023-909490,50961260797,5/30/2023 16:00,6/3/2023 16:00,6/7/2023 12:43,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,J,J1,BALLARD NORTH,SEAVIEW PL NW / SEAVIEW AVE NW,-122.4026685,47.68791151
2023-155562,50946097406,5/30/2023 16:00,6/5/2023 12:00,6/5/2023 12:12,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,N,U,U1,ROOSEVELT/RAVENNA,71XX BLOCK OF 8TH AVE NE,-122.3198286,47.68053863
2023-153993,50939111883,5/30/2023 16:00,6/3/2023 9:00,6/4/2023 11:40,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,E,E,E1,CAPITOL HILL,16XX BLOCK OF BELLEVUE AVE,-122.3267958,47.61577999
2023-151120,50794832250,5/30/2023 16:00,5/30/2023 18:00,6/1/2023 6:04,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,N,N,N2,NORTHGATE,15XX BLOCK OF N 115TH ST,-122.3380904,47.7123018
2023-150265,50456700731,5/30/2023 16:00,5/31/2023 8:00,5/31/2023 10:28,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,S,O,O2,GEORGETOWN,50XX BLOCK OF EAST MARGINAL WAY S,-122.3386767,47.55659008
2023-149552,50448009034,5/30/2023 16:00,5/30/2023 16:20,5/30/2023 16:46,A,SOCIETY,WEAPON LAW VIOLATIONS,Weapon Law Violations,520,N,N,N2,NORTHGATE,116XX BLOCK OF AURORA AVE N,-122.3448343,47.71354798
2023-149552,50448333145,5/30/2023 16:00,5/30/2023 16:15,5/30/2023 16:46,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,N,N2,NORTHGATE,116XX BLOCK OF AURORA AVE N,-122.3448343,47.71354798
2023-149729,50449660368,5/30/2023 15:56,5/30/2023 17:30,5/30/2023 20:05,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,W,D,D1,BELLTOWN,3RD AVE / CEDAR ST,-122.348898,47.61713109
2023-149499,50447537229,5/30/2023 15:45,5/30/2023 14:15,5/30/2023 16:18,B,SOCIETY,TRESPASS OF REAL PROPERTY,Trespass of Real Property,90J,N,N,N3,BITTERLAKE,105XX BLOCK OF AURORA AVE N,-122.3447064,47.70579857
2023-149546,50866989478,5/30/2023 15:30,5/30/2023 16:10,6/1/2023 13:02,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,N,N2,NORTHGATE,132XX BLOCK OF AURORA AVE N,-122.3449968,47.72503555
2023-150736,50790964412,5/30/2023 15:30,5/30/2023 16:00,5/31/2023 19:33,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,3XX BLOCK OF 6TH AVE S,-122.3263588,47.59961241
2023-909075,50791262371,5/30/2023 15:25,5/30/2023 15:30,5/31/2023 20:43,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,S,O,O3,GEORGETOWN,65XX BLOCK OF PERIMETER RD S,-122.3067081,47.54091898
2023-149524,50448059835,5/30/2023 15:19,5/30/2023 15:31,5/30/2023 17:00,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,U,U3,ROOSEVELT/RAVENNA,26XX BLOCK OF NE UNIVERSITY VILLAGE ST,-122.298411,47.663323
2023-149554,50448955413,5/30/2023 15:18,,5/30/2023 17:41,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,SW,W,W2,ALASKA JUNCTION,45XX BLOCK OF 50TH AVE SW,-122.3962282,47.56208805
2023-149516,50447751705,5/30/2023 15:00,,5/30/2023 16:47,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,D,D1,BELLTOWN,26XX BLOCK OF WESTERN AVE,-122.3510087,47.61486107
2023-909364,50944348372,5/30/2023 14:49,5/30/2023 16:59,6/5/2023 8:13,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,E,E,E3,FIRST HILL,7XX BLOCK OF CHERRY ST,-122.3270688,47.60557243
2023-149489,50447314778,5/30/2023 14:35,,5/30/2023 15:44,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,S,O,O3,GEORGETOWN,6XX BLOCK OF S MICHIGAN ST,-122.3255945,47.54639852
2023-909079,50791300961,5/30/2023 14:30,5/30/2023 14:35,5/31/2023 20:53,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,S,R,R1,NORTH BEACON HILL,15XX BLOCK OF 17TH AVE,-122.3101569,47.61469027
2023-149475,50121361763,5/30/2023 14:24,,5/30/2023 15:05,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,S,R,R2,MOUNT BAKER,34TH AVE S / S SPOKANE ST,-122.289922,47.57158202
2023-149479,50922685549,5/30/2023 14:23,,6/2/2023 9:09,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,SW,F,F3,HIGHLAND PARK,96XX BLOCK OF MYERS WAY S,-122.3332731,47.51867269
2023-909421,50952959201,5/30/2023 14:13,,6/6/2023 11:33,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,Q,Q3,QUEEN ANNE,6XX BLOCK OF 1ST AVE N,-122.3554004,47.62501526
2023-152538,50923446936,5/30/2023 14:00,5/30/2023 15:00,6/2/2023 11:15,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,W,K,K2,DOWNTOWN COMMERCIAL,5XX BLOCK OF 2ND AVE,-122.3322515,47.60201216
2023-151243,50865032563,5/30/2023 14:00,5/30/2023 14:00,6/1/2023 8:45,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,W,D,D3,SLU/CASCADE,18XX BLOCK OF MINOR AVE,-122.3312087,47.617225
2023-149451,50121203119,5/30/2023 13:53,,5/30/2023 14:40,A,PROPERTY,LARCENY-THEFT,Pocket-picking,23A,W,M,M3,DOWNTOWN COMMERCIAL,14XX BLOCK OF 3RD AVE,-122.3373388,47.60925299
2023-149451,50121258830,5/30/2023 13:53,,5/30/2023 14:40,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,W,M,M3,DOWNTOWN COMMERCIAL,14XX BLOCK OF 3RD AVE,-122.3373388,47.60925299
2023-149449,50448206634,5/30/2023 13:51,,5/30/2023 17:05,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,N,U,U2,UNIVERSITY,45XX BLOCK OF 15TH AVE NE,-122.31198,47.662173
2023-151378,50866300247,5/30/2023 13:45,,6/1/2023 11:36,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,L,L3,LAKECITY,NE 98TH ST / LAKE CITY WAY NE,-122.3033182,47.70027141
2023-151729,50868803846,5/30/2023 13:30,5/30/2023 15:00,6/1/2023 17:25,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,S,R,R1,NORTH BEACON HILL,32XX BLOCK OF 23RD AVE S,-122.3033399,47.5745644
2023-149434,50120869204,5/30/2023 13:23,5/30/2023 13:25,5/30/2023 14:03,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,S,O,O3,GEORGETOWN,59XX BLOCK OF CORSON AVE S,-122.3209171,47.54922435
2023-149349,50794741075,5/30/2023 13:21,,5/30/2023 13:21,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,N,B,B1,BALLARD SOUTH,24XX BLOCK OF NW 57TH ST,-122.3888652,47.67018833
2023-149406,50449258687,5/30/2023 12:59,5/30/2023 12:59,5/30/2023 17:10,A,PROPERTY,COUNTERFEITING/FORGERY,Counterfeiting/Forgery,250,N,J,J2,BALLARD NORTH,83XX BLOCK OF 9TH AVE NW,-122.3683247,47.68987824
2023-149406,50449433027,5/30/2023 12:57,5/30/2023 12:59,5/30/2023 17:10,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,N,J,J2,BALLARD NORTH,83XX BLOCK OF 9TH AVE NW,-122.3683247,47.68987824
2023-149406,50448579595,5/30/2023 12:57,5/30/2023 12:59,5/30/2023 17:10,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,J,J2,BALLARD NORTH,83XX BLOCK OF 9TH AVE NW,-122.3683247,47.68987824
2023-149438,50120653335,5/30/2023 12:51,5/30/2023 12:51,5/30/2023 13:41,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,L,L1,LAKECITY,123XX BLOCK OF 16TH AVE NE,-122.311298,47.718496
2023-909127,50869749726,5/30/2023 12:50,5/30/2023 15:45,6/1/2023 20:33,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,D,D2,QUEEN ANNE,VALLEY ST / 8TH AVE N,-122.3410282,47.6262565
2023-149393,50447301317,5/30/2023 12:42,,5/30/2023 15:44,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,SW,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS,26XX BLOCK OF SW BARTON ST,-122.367312,47.52102758
2023-149299,50121091891,5/30/2023 12:07,,5/30/2023 14:33,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,SW,W,W1,ALKI,32XX BLOCK OF 63RD AVE SW,-122.413377,47.57503955
2023-149347,50120262702,5/30/2023 12:02,,5/30/2023 12:47,A,PROPERTY,EXTORTION/BLACKMAIL,Extortion/Blackmail,210,N,J,J3,PHINNEY RIDGE,4XX BLOCK OF N 67TH ST,-122.3534865,47.6778173
2023-154201,50934697668,5/30/2023 12:00,5/30/2023 13:00,6/3/2023 20:41,A,PROPERTY,FRAUD OFFENSES,Credit Card/Automated Teller Machine Fraud,26B,N,U,U3,ROOSEVELT/RAVENNA,26XX BLOCK OF NE 49TH ST,-122.2982247,47.66431736
2023-150627,50790437466,5/30/2023 12:00,5/31/2023 16:33,5/31/2023 18:01,A,PERSON,ASSAULT OFFENSES,Aggravated Assault,13A,E,G,G1,FIRST HILL,1XX BLOCK OF 12TH AVE,-122.3167819,47.60218964
2023-909053,50788890059,5/30/2023 11:35,,5/31/2023 15:42,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,W,Q,Q2,QUEEN ANNE,34XX BLOCK OF 13TH AVE W,-122.37359,47.65125911
2023-150575,50791049341,5/30/2023 11:30,,5/31/2023 19:51,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,W,M,M1,DOWNTOWN COMMERCIAL,14XX BLOCK OF 2ND AVE,-122.3384495,47.60878866
2023-149530,50447641069,5/30/2023 11:30,,5/30/2023 16:35,A,PROPERTY,LARCENY-THEFT,Shoplifting,23C,N,L,L2,NORTHGATE,4XX BLOCK OF NE NORTHGATE WAY,-122.3246152,47.7086028
2023-152376,50922707018,5/30/2023 11:00,,6/2/2023 9:15,A,PROPERTY,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,W,K,K3,CHINATOWN/INTERNATIONAL DISTRICT,14XX BLOCK OF S LANE ST,-122.3134365,47.59665466
2023-149284,50119789331,5/30/2023 10:55,,5/30/2023 11:55,A,PERSON,ASSAULT OFFENSES,Simple Assault,13B,N,U,U2,UNIVERSITY,47XX BLOCK OF UNIVERSITY WAY NE,-122.313088,47.66399625
2023-909045,50457116092,5/30/2023 10:05,5/30/2023 10:05,5/31/2023 11:34,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N3,NORTHGATE,107XX BLOCK OF AURORA AVE N,-122.3447337,47.70745548
2023-149208,50119564640,5/30/2023 9:36,,5/30/2023 11:34,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,E,G,G1,JUDKINS PARK/NORTH BEACON HILL,13XX BLOCK OF E YESLER WAY,-122.3145452,47.60168948
2023-149224,50119157652,5/30/2023 9:30,5/30/2023 9:50,5/30/2023 10:45,A,PROPERTY,LARCENY-THEFT,All Other Larceny,23H,N,U,U1,UNIVERSITY,50XX BLOCK OF 16TH AVE NE,-122.31079,47.66565204
2023-149190,50119368600,5/30/2023 9:00,5/30/2023 9:15,5/30/2023 11:08,A,PERSON,ASSAULT OFFENSES,Intimidation,13C,E,G,G2,CENTRAL AREA/SQUIRE PARK,26XX BLOCK OF E COLUMBIA ST,-122.2982034,47.60901067
2023-149651,50449566581,5/30/2023 8:50,5/30/2023 9:05,5/30/2023 19:38,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,Q,Q1,MAGNOLIA,16XX BLOCK OF W DRAVUS ST,-122.3781857,47.64846567
2023-909219,50922999218,5/30/2023 8:20,6/2/2023 8:20,6/2/2023 10:12,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,S,S2,BRIGHTON/DUNLAP,69XX BLOCK OF M L KING JR WAY S,-122.2824299,47.53978423
2023-149134,50117943345,5/30/2023 8:20,5/30/2023 8:30,5/30/2023 9:15,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,N,N2,NORTHGATE,122XX BLOCK OF AURORA AVE N,-122.3448961,47.71717447
2023-909159,50870141105,5/30/2023 8:12,5/31/2023 6:08,6/1/2023 21:53,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,W,Q,Q3,QUEEN ANNE,6XX BLOCK OF 6TH AVE W,-122.364453,47.62543638
2023-909160,50870138157,5/30/2023 8:00,5/30/2023 15:45,6/1/2023 21:52,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,S,O,O3,GEORGETOWN,77XX BLOCK OF 14TH AVE S,-122.3148405,47.53513567
2023-909148,50870048591,5/30/2023 8:00,5/30/2023 8:05,6/1/2023 21:33,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,N,U,U1,ROOSEVELT/RAVENNA,73XX BLOCK OF 23RD AVE NE,-122.3028892,47.68213785
2023-149182,50119293309,5/30/2023 7:15,5/30/2023 7:20,5/30/2023 10:13,A,PROPERTY,ROBBERY,Robbery,120,S,S,S3,RAINIER VIEW,55XX BLOCK OF S WALLACE ST,-122.2632159,47.49740413
2023-151657,50868943298,5/30/2023 6:40,,6/1/2023 17:45,A,PROPERTY,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,N,L,L3,LAKECITY,123XX BLOCK OF 32ND AVE NE,-122.293945,47.718318
2023-909076,50791262906,5/30/2023 6:15,5/30/2023 9:30,5/31/2023 20:43,A,PROPERTY,LARCENY-THEFT,Theft From Motor Vehicle,23F,W,D,D2,SLU/CASCADE,7XX BLOCK OF JOHN ST,-122.3417391,47.61971714
2023-909072,50791259408,5/30/2023 6:00,,5/31/2023 20:42,A,PROPERTY,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,S,R,R2,CLAREMONT/RAINIER VISTA,45XX BLOCK OF M L KING JR WAY S,-122.2944324,47.56230267
2023-909072,50791646123,5/30/2023 6:00,,5/31/2023 20:42,A,PROPERTY,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,S,R,R2,CLAREMONT/RAINIER VISTA,45XX BLOCK OF M L KING JR WAY S,-122.2944324,47.56230267
